@@,itemlabel,item,startdate,enddate
+++,Ferjani Bel Haj Ammar,Q2855981,1956-04-15,1957-07-29
+++,Ezzeddine Abassi,Q16325262,1957-07-29,1961-10-07
+++,Ahmed Ben Salah,Q2827512,1961-11-12,1968-10-24
+++,Abderrazak Rassaa,Q16117997,1968-10-24,1969-09-08
+++,Hassen Belkhodja,Q3128202,1969-09-08,1970-06-12
+++,Slaheddine Ben Mbarek,Q17425841,1977-12-26,1980-04-24
+++,Slaheddine Ben Mbarek,Q17425841,1986-04-28,1988-07-27
+++,Moncef Belaïd,,1988-07-27,1990-03-03
+++,Mohamed Ghannouchi,Q431515,1990-03-03,1991-02-20
+++,Sadok Rabah,Q19629356,1991-02-20,1995-03
+++,Slaheddine Ben Mbarek,Q17425841,1995-03-10,1996-06-13
+++,Mondher Zenaidi,Q3320544,1996-06-13,2001-01-25
+++,Tahar Sioud,,2001-01-25,2002-09-05
+++,Mondher Zenaidi,Q3320544,2002-09-05,2007-09-03
+++,Ridha Touiti,Q3431745,2007-09-03,2009-06-10
+++,Ridha Ben Mosbah,Q3431735,2009-06-10,2010-12-29
+++,Slimane Ourak,Q3486705,2010-12-29,2011-01-17
+++,Mohamed Jegham,Q3318622,2011-01-17,2011-01-27
+++,Mehdi Houas,Q3304500,2011-01-27,2011-12-24
+++,Mohamed Lamine Chakhari,Q3318652,2011-12-24,2012-02-16
+++,Béchir Zaâfouri,Q2929698,2012-02-16,2013-03-13
+++,Abdelwahab Maatar,Q2821212,2013-03-13,2014-01-29
+++,Nejla Moalla Harrouch,Q16666273,2014-01-29,2015-02-06
+++,Ridha Lahouel,Q20412385,2015-02-06,2016-01-12
+++,Mohsen Hassan,Q26505513,2016-01-12,2016-08-27
+++,Zied Ladhari,Q19544932,2016-08-27,2017-09-06
+++,Omar Béhi,Q55381692,2017-09-06,2020-02-27
+++,Mohamed Msilini,Q92199953,2020-02-27,2020-09-02
+++,Mohamed Bousaïd,Q109045290,2020-09-02,2021-10-11
+++,Fadhila Rebhi,Q108892359,2021-10-11,
